time,paramecium,didinium
2011/12/1,-1.314860022,-1.608571969
2012/1/1,-1.47103027,-1.725856772
2012/2/1,-1.41461637,-1.742644582
2012/3/1,-1.515550502,-1.6871406
2012/4/1,-1.721657601,-1.74305697
2012/5/1,-1.827906208,-1.866916299
2012/6/1,-1.591414275,-1.72463526
2012/7/1,-1.209281215,-1.680019117
2012/8/1,-1.126507081,-1.439399105
2012/9/1,-1.144777456,-1.374184321
2012/10/1,-1.179989359,-1.2542637
2012/11/1,-1.190852638,-1.209812133
2012/12/1,-1.255290647,-1.270228858
2013/1/1,-1.336752441,-1.301739422
2013/2/1,-1.283735951,-1.297346605
2013/3/1,-1.409839993,-1.382679417
2013/4/1,-1.517156563,-1.407465346
2013/5/1,-1.415657058,-1.348446188
2013/6/1,-1.609717641,-1.542454974
2013/7/1,-1.914255666,-1.797630969
2013/8/1,-1.655904183,-1.819531161
2013/9/1,-1.742056867,-1.861047437
2013/10/1,-1.273625832,-1.577959037
2013/11/1,-1.27314132,-1.335744053
2013/12/1,-1.173200782,-1.297939921
2014/1/1,-1.174982068,-1.292893292
2014/2/1,-1.093938514,-1.260174388
2014/3/1,-1.078515589,-1.243806517
2014/4/1,-1.131050098,-1.24351472
2014/5/1,-1.605555744,-1.39555269
2014/6/1,-0.986227238,-1.167979358
2014/7/1,-0.589911233,-0.743452962
2014/8/1,-0.800197975,-0.703724508
2014/9/1,-0.69153212,-0.622971882
2014/10/1,-1.129618681,-0.821971108
2014/11/1,-0.992402356,-0.769302429
2014/12/1,-1.100711789,-0.830574782
